8940402888,14,227.40,71.10,436,07:46:17.0000000
9007326446,15,216.00,69.00,440,07:26:33.0000000
8898884662,15,187.90,68.60,449,07:54:30.0000000
8876139672,13,189.00,67.20,454,07:37:29.0000000
8785676202,20,167.40,62.70,456,11:59:22.0000000
8778494710,15,179.10,66.50,458,08:39:11.0000000
9018880195,17,157.30,63.30,468,07:31:10.0000000
8686228842,19,131.30,63.90,468,14:10:21.0000000
8694760470,19,143.00,64.00,470,09:09:02.0000000
8733159494,12,146.80,65.80,472,07:49:16.0000000
7263068085,28,133.80,60.00,474,10:35:14.0000000
7915641645,26,132.90,57.20,475,15:15:57.0000000
7021815456,18,173.90,67.60,476,11:23:24.0000000
7108572237,25,109.00,59.50,478,14:43:59.0000000
8052403301,25,91.90,54.40,478,12:27:06.0000000
6755398466,14,142.10,59.50,479,10:50:30.0000000
8971540897,31,115.70,56.60,481,12:29:06.0000000
7035154265,18,109.00,60.60,482,18:24:36.0000000
8953436022,25,120.10,56.20,487,11:17:32.0000000
8056989690,22,77.50,54.30,488,08:03:42.0000000
7326791860,23,97.00,55.20,491,07:11:51.0000000
8711957870,17,104.80,59.90,491,08:48:28.0000000
7970878479,24,102.00,57.00,492,10:54:45.0000000
7134561476,25,93.40,59.10,492,10:08:11.0000000
7038009679,21,105.90,58.70,492,10:15:54.0000000
7074622719,20,105.40,58.20,493,10:15:08.0000000
6890532682,18,133.20,59.40,493,12:00:34.0000000
6879415846,16,116.00,57.30,493,10:28:20.0000000
8274059498,16,78.10,49.20,493,08:08:16.0000000
6984060832,16,90.30,55.60,494,09:02:14.0000000
8062606225,24,84.50,53.80,495,13:21:08.0000000
6969142646,22,122.40,62.80,496,11:30:48.0000000
6945143672,24,155.10,64.80,496,12:26:24.0000000
7140631579,25,77.50,56.40,496,08:02:30.0000000
6828322838,20,112.80,62.60,497,10:48:07.0000000
6801929424,15,121.20,58.30,497,11:37:40.0000000
7290238140,25,66.60,50.70,498,07:18:01.0000000
7380802056,26,74.60,53.00,500,07:06:46.0000000
7257152612,21,70.50,49.30,500,07:52:24.0000000
7236468386,24,92.00,54.60,500,07:20:53.0000000
6715559598,15,119.40,52.90,501,11:19:39.0000000
7274403243,25,82.10,56.80,501,07:35:27.0000000
8400728535,14,88.40,54.00,503,11:14:38.0000000
7391354293,20,89.60,49.30,504,07:23:02.0000000
7929689196,21,93.40,53.10,505,08:08:11.0000000
8005256592,23,60.40,49.30,505,08:19:29.0000000
8599298718,16,91.10,54.10,505,10:44:54.0000000
7210003821,22,72.90,51.00,507,10:18:50.0000000
8291858265,12,61.10,45.50,508,08:19:38.0000000
8081369697,17,0.00,18.00,508,08:02:02.0000000
7629965036,30,87.70,49.00,509,07:54:16.0000000
7312217050,30,72.00,49.60,509,07:14:20.0000000
7423951894,29,59.60,43.00,510,07:09:44.0000000
6629208352,13,101.50,54.80,510,10:31:34.0000000
6394042640,7,40.00,0.00,511,10:37:15.0000000
7349754452,28,74.20,53.40,511,07:13:24.0000000
7992108920,29,89.70,53.00,511,13:44:13.0000000
8270187675,17,75.00,50.70,511,11:31:33.0000000
8071128341,17,59.30,46.80,513,09:28:58.0000000
8310323132,15,71.60,50.60,514,09:04:14.0000000
7124375172,25,83.30,53.80,514,09:11:03.0000000
6609171436,12,101.70,51.60,515,10:45:13.0000000
8210074198,16,76.20,52.10,515,11:29:11.0000000
8156853197,20,68.40,49.10,517,08:06:17.0000000
8335915674,12,76.90,51.70,518,08:09:18.0000000
8570810838,13,44.00,0.00,518,10:52:02.0000000
6914999754,9,80.60,48.50,520,10:15:50.0000000
8580767967,13,55.50,49.10,523,08:08:38.0000000
8148279727,18,91.00,54.60,523,10:26:51.0000000
8324349255,11,50.50,48.60,524,08:49:38.0000000
8021249114,25,42.60,41.70,525,08:03:27.0000000
8201861957,16,40.90,39.50,526,12:23:18.0000000
8192995723,13,56.60,49.80,528,11:01:02.0000000
8116076646,20,56.50,50.60,530,10:42:46.0000000
6924109994,11,83.70,55.90,531,10:19:28.0000000
6486491229,8,50.40,0.00,531,14:55:42.0000000
8243058869,21,50.90,41.70,532,10:43:45.0000000
6706580107,14,52.10,41.10,538,15:13:49.0000000
6796881655,14,78.20,49.70,539,10:41:58.0000000
8373857868,13,53.60,41.10,539,08:06:18.0000000
8481414172,12,53.50,51.60,540,11:41:59.0000000
6406239304,10,30.70,0.00,540,10:43:13.0000000
7879163259,22,70.40,41.60,542,07:07:56.0000000
7005644673,16,68.80,49.60,547,09:01:06.0000000
8351078836,13,46.60,43.20,548,09:14:17.0000000
8384460955,15,36.30,32.10,549,10:51:42.0000000
8388920828,8,32.10,37.40,550,07:59:03.0000000
7884578467,25,36.50,29.20,550,12:26:02.0000000
8091324244,20,41.90,42.00,552,08:20:11.0000000
6548314123,7,71.20,44.50,552,09:41:02.0000000
6422003892,11,32.20,0.00,564,10:45:34.0000000
8410869193,10,38.00,35.00,572,07:57:57.0000000
8426763521,8,69.50,47.30,574,07:59:49.0000000
7904213201,21,16.60,23.60,591,10:09:28.0000000
8346103310,9,28.20,37.30,593,08:59:17.0000000
6516307772,7,57.70,25.80,598,10:35:55.0000000
7322643503,33,4.40,6.00,600,10:17:46.0000000
8316325809,17,8.10,18.40,602,08:55:37.0000000
7247422177,27,12.90,16.90,614,10:16:58.0000000
8125462349,21,34.20,33.10,617,08:05:19.0000000
7043249915,25,21.60,0.00,623,12:17:25.0000000
8285373834,14,30.30,20.20,625,08:47:24.0000000
6786459935,13,24.00,20.20,630,10:32:17.0000000
6806971510,16,13.60,17.00,646,10:23:32.0000000
6720626641,14,10.40,10.90,661,10:54:14.0000000
6681436872,16,11.70,17.20,676,12:04:20.0000000
8363156152,16,3.80,6.60,719,10:18:52.0000000
8911484048,17,14.10,10.70,732,09:59:31.0000000
8570811293,16,12.60,0.00,736,12:24:08.0000000
8762300662,19,3.10,5.70,760,15:10:59.0000000
8476814273,12,1.30,3.50,855,14:09:06.0000000
